ESREjdNr;Bygning_id;BYG_BOLIG_ARL_SAML;BYG_ARL_SAML;BYG_ANVEND_KODE;OPFOERELSE_AAR;ERHV_ARL_SAML;OMBYG_AAR;HeatSupply;ZipCode;LabelStatusCode;PropertyNumber;Wgs84Latitude;ValidFrom;SchemaVersion;ValidTo;EnergyLabelTypeUsage;SubmitterConsultantName;SubmitterCompanyIdentifier;LabelStatus;BuildingNumber;HasPdf;DEMOLink;MunicipalityNumber;EnergyLabelClassification;CityName;EntityIdentifier;Wgs84Longitude;HasXML;IsMixedUsage;SubmitterCompanyName;EnergyLabelSerialIdentifier;HouseNumber;IsHidden;StreetName;EnergyLabelTypeBasedOn;BBRUseCode;YearOfConstruction
145911;b04c41b6-a72b-48d8-8c30-1efad7e44936;202;202;120;1978;0;0;WoodPellets;2640;1;145911;55.6277728654264;2014-07-21;1.0.17;2024-07-21;SingleFamily;Claus Philip Christensen;600076;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Solvang%2023,%202640%20Hedehusene%20(311065541);169;C;Hedehusene;311065541;12.193008458446;True;False;Dansk Bygge og Energirådgivning;311065541;23;False;Solvang;CalculatedConsumption;120;1978
185620;b06b5d7b-dfba-42d2-acd6-08f881c8eaea;149;114;131;2015;0;0;Electricity;2640;1;185620;55.6150354687169;2016-10-21;1.0.18;2026-10-21;SingleFamily;Bjarne Gram;600399;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Magleh%C3%B8jtoften%201,%202640%20Hedehusene%20(311207943);169;A2010;Hedehusene;311207943;12.1873972673883;True;False;Godt Byggeri ApS;311207943;1;False;Maglehøjtoften;CalculatedConsumption;130;2015
183465;b07f9b60-6037-4ab2-b32e-0f6bf643b288;119;119;120;2007;0;0;DistrictHeat;2630;1;183465;55.6509857592642;2012-10-11;1.0.16;2022-10-11;SingleFamily;Michael Nørnberg Larsen;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Pileurtvej%2024,%202630%20Taastrup%20(310008315);169;A2010;Taastrup;310008315;12.2477987451503;True;False;Energi- og Bygningsrådgivning A/S;310008315;24;False;Pileurtvej;CalculatedConsumption;120;2007
178054;b0cc6743-ecc6-4fb6-8f80-9a8b88a00c79;0;147;329;2001;147;0;DistrictHeat;2630;3;178054;55.6391892377612;2009-04-20;1.0.15;2019-04-20;NonResidental;Martin Dahl Thomsen;500995;EXPIRED;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/200012651;169;C;Taastrup;200012651;12.2573127447142;True;False;Topdahl ApS ;200012651;1;False;Bredebjergvej;CalculatedConsumption;320;2001
176558;b0e0593d-fe36-470b-ae06-ea6d5cf0b5ed;128;128;120;1997;0;0;DistrictHeat;2630;3;176558;55.6350106749292;2008-06-25;1.0.15;2018-06-25;SingleFamily;Ark. Maa. Jørgen Kjær Hansen;500003;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/B%C3%B8gekrattet%2023,%202630%20Taastrup%20(100087033);169;C;Taastrup;100087033;12.273431792354;True;False;jkh arkitekttegnestue;100087033;23;False;Bøgekrattet;CalculatedConsumption;120;1997
160082;b1260e1d-0fac-4358-bba6-38d928930400;84;84;130;1985;0;0;DistrictHeat;2630;1;160082;;2019-09-25;1.0.20;2029-09-25;SingleFamily;Michael Nimskov;600380;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Dorphs%20Alle%202A,%202630%20Taastrup%20(311400316);169;C;Taastrup;311400316;;True;False;Nimskov & co. ApS;311400316;2A;False;Dorphs Alle;CalculatedConsumption;130;1985
167672;b12ed669-a4a2-4d34-ad43-c383bd3cb3fa;739;739;140;1992;0;0;DistrictHeat;2630;1;167672;55.6393793148183;2017-12-18;1.0.18;2027-12-18;MultiFamily;Lars Kristian Hansen;600414;VALID;8, 9, 13, 14, 15;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311289412;169;C;Taastrup;311289412;12.2680739987343;True;False;LKH Rådgivning;311289412;22;False;Morelhaven;CalculatedConsumption;140;1992
178054;b131a13f-c394-4e3c-864f-eeda261bc8e5;0;3224;323;2001;3224;0;DistrictHeat;2630;3;178054;55.6391892377612;2009-04-20;1.0.15;2019-04-20;NonResidental;Martin Dahl Thomsen;500995;EXPIRED;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/200012651;169;C;Taastrup;200012651;12.2573127447142;True;False;Topdahl ApS ;200012651;1;False;Bredebjergvej;CalculatedConsumption;320;2001
182906;b185146e-d78d-41ec-9d47-37f8b4e94644;164;226;120;2006;0;0;;2630;1;182906;55.6507388413172;2015-09-25;1.0.17;2025-09-25;SingleFamily;Simon Giversen;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Brunellevej%2038,%202630%20Taastrup%20(311136594);169;C;Taastrup;311136594;12.244900354889;True;False;Energi- og Bygningsrådgivning A/S;311136594;38;False;Brunellevej;BBRInformation;120;2006
128693;b1d6c4d9-bd78-4191-bfe0-37560be4b223;115;115;120;1961;0;1973;FuelGasOil;2630;1;128693;55.6847144899261;2012-07-26;1.0.15;2022-07-26;SingleFamily;Uwe Vorbeck;600128;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Ole%20R%C3%B8mers%20Vej%2048,%202630%20Taastrup%20(100276028);169;F;Taastrup;100276028;12.2991663282661;True;False;Botjek Taastrup ApS;100276028;48;False;Ole Rømers Vej;CalculatedConsumption;120;1961
126798;b225cde7-eda4-4333-80d6-8acb20b1ba52;114;83;120;1940;0;0;NaturalGas;2630;1;126798;55.680180890622;2015-03-25;1.0.17;2025-03-25;SingleFamily;Søren Funch Jensen;600331;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Landsbygaden%2026,%202630%20Taastrup%20(311103055);169;E;Taastrup;311103055;12.2561870257224;True;False;Bygnings-energikonsulent  Søren Funch Jensen;311103055;26;False;Landsbygaden ;CalculatedConsumption;120;1940
123543;b231a3a5-337a-4e9f-bccb-cc3663240018;104;104;130;1974;0;0;Electricity;2640;1;123543;55.6508275679686;2018-10-31;1.0.19;2028-10-31;SingleFamily;Johnny Olsen;600402;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Jernalderen%2076,%202640%20Hedehusene%20(311344504);169;D;Hedehusene;311344504;12.1797494235445;True;False;Boligeftersyn P/S;311344504;76;False;Jernalderen;CalculatedConsumption;130;1974
101434;b23d8bdc-364a-4de0-a200-62c13f0efee5;1122;1122;130;1971;0;1988;DistrictHeat;2630;1;101434;55.6449266466377;2014-09-09;1.0.17;2024-09-09;SingleFamily;Mahmoud Shekari;600241;VALID;52, 53, 56;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Cirklen%20A%201,%202630%20Taastrup%20(311072523);169;C;Taastrup;311072523;12.3169460484686;True;False;dansk drift center ApS;311072523;1;False;Cirklen A;CalculatedConsumption;130;1971
184054;b2b8d045-92c8-4db4-a17a-52232fa9c7c4;164;206;120;2007;0;0;;2630;1;184054;55.6494417777292;2016-03-01;1.0.18;2026-03-01;SingleFamily;Christian Berthing - factum2 as - 4177 0320;600068;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Lavendelvej%2071,%202630%20Taastrup%20(311161773);169;B;Taastrup;311161773;12.2494038869798;True;False;factum2 as;311161773;71;False;Lavendelvej;BBRInformation;120;2007
156298;b2bb8542-b9c5-416d-9e86-c0ebf422da7d;0;86;590;2003;86;0;NaturalGas;2630;3;156298;55.6491734164451;2010-06-02;1.0.15;2020-06-02;NonResidental;Lasse Hundborg;600113;EXPIRED;1, 2;False;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/200032127;169;D;Taastrup;200032127;12.2568067457273;True;False;Wessberg A/S;200032127;8;False;Frøgård Alle ;CalculatedConsumption;420;1981, 1996
186108;b2be6150-dfce-4143-9199-79e77075558e;132;132;130;2016;0;0;DistrictHeat;2630;1;186108;55.6422707623962;2016-03-15;1.0.18;2026-03-15;SingleFamily;Christian Smedegaard Sørensen;600016;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Lindehaven%2053,%202630%20Taastrup%20(311164739);169;A2015;Taastrup;311164739;12.2877092308146;True;False;e-consult ApS;311164739;53;False;Lindehaven;CalculatedConsumption;130;2016
127522;b2e20c2a-5009-4a80-b113-25c4a1c7c72d;185;245;120;1982;60;0;FuelGasOil;2630;3;127522;55.6820374065639;2009-10-26;1.0.15;2019-10-26;NonResidental;Klaus Lund Nielsen;500843;EXPIRED;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/200022797;169;F;Taastrup;200022797;12.2505968545089;True;False;Botjek København ;200022797;68;False;Landsbygaden;CalculatedConsumption;410;1942
107734;b3089318-f294-4cf6-bfce-cecc3534d691;137;73;130;1969;0;0;DistrictHeat;2630;1;107734;55.6411311000228;2017-02-13;1.0.18;2027-02-13;SingleFamily;Peter Larsen;600177;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/S%C3%B8ndertoften%20203,%202630%20Taastrup%20(311228159);169;C;Taastrup;311228159;12.3100119551846;True;False;BygTech A/S;311228159;203;False;Søndertoften ;CalculatedConsumption;130;1969
182450;b3530c64-c9a2-440d-9fab-fe720742df6a;108;108;130;2006;0;0;NaturalGas;2630;1;182450;55.6814626597855;2018-12-04;1.0.19;2028-12-04;SingleFamily;Reno Skov Pedersen;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Langageren%2028,%202630%20Taastrup%20(311349862);169;B;Taastrup;311349862;12.2607332761384;True;False;Energi- og Bygningsrådgivning A/S;311349862;28;False;Langageren;CalculatedConsumption;130;2006
100446;b39e9bc7-e390-45e8-bb50-fb8e18b66bfd;91;52;130;1951;0;0;DistrictHeat;2630;1;100446;55.647295731968;2014-07-04;1.0.17;2024-07-04;SingleFamily;Christian Strarup;600045;VALID;34, 35;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stillidsvej%201,%202630%20Taastrup%20(311063423);169;D;Taastrup;311063423;12.3071300281417;True;False;Topdahl ApS;311063423;1;False;Stillidsvej;CalculatedConsumption;130;1949
178801;b3e425d9-4d51-49e4-b212-3fae3976c88d;0;2697;323;2004;2697;0;DistrictHeat;2630;1;178801;55.6362919091953;2016-09-28;1.0.18;2026-09-28;NonResidental;Niels Hansen;600452;VALID;1, 2, 3, 4, 5, 6, 7, 9;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311203368;169;C;Taastrup;311203368;12.2590906949512;True;False;NiH Energy ApS;311203368;2;False;Højager;CalculatedConsumption;310;2004, 2014
126844;b3e784d8-1330-41a6-9c2d-1509fc0b60bb;165;102;120;1900;0;1976;NaturalGas;2630;1;126844;55.6801613810246;2017-11-16;1.0.18;2027-11-16;SingleFamily;René Manley Larsen;600492;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Landsbygaden%2022,%202630%20Taastrup%20(311284254);169;E;Taastrup;311284254;12.2565832080648;True;False;Botjek Center København Syd ApS;311284254;22;False;Landsbygaden;CalculatedConsumption;120;1900
126615;b408f364-6963-4131-ad18-197347fc84a4;151;151;110;1968;0;0;FuelGasOil;2630;1;126615;55.6669136262062;2011-09-05;1.0.15;2021-09-05;SingleFamily;Carl Hansson;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Kleveh%C3%B8jvej%201,%202630%20Taastrup%20(100240049);169;F;Taastrup;100240049;12.2492940970428;True;False;Energi- og Bygningsrådgivning A/S;100240049;1;False;Klevehøjvej;CalculatedConsumption;110;1968
151210;b41bd11e-4da0-4c7a-bdaa-b4f03c8370d7;168;88;120;1978;0;1979;FuelGasOil;2640;1;151210;55.6208512244111;2011-01-24;1.0.15;2021-01-24;SingleFamily;Jeppe Westrup;600278;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Tingstedvej%2030,%202640%20Hedehusene%20(100202894);169;D;Hedehusene;100202894;12.1874406351632;True;False;Domicil;100202894;30;False;Tingstedvej;CalculatedConsumption;120;1978
153256;b43b2d85-c99e-417f-999e-dc0487bed4d6;1091;1102;140;1981;0;0;DistrictHeat;2640;1;153256;55.6495857958977;2014-11-28;1.0.17;2024-11-28;NonResidental;Mads Madsen;600171;VALID;18;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311085704;169;D;Hedehusene;311085704;12.2176960532543;True;False;Rambøll Danmark A/S (Aalborg);311085704;160;False;Charlotteager;CalculatedConsumption;320;1981
183325;b43e2131-c225-436b-9c36-7ab1c23b9f7c;164;225;120;2006;0;0;DistrictHeat;2630;3;183325;55.652067967137;2008-04-07;1.0.15;2018-04-07;SingleFamily;Bjørn Rolf Matthiessen;500102;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/K%C3%A6rmindevej%202,%202630%20Taastrup%20(100073994);169;B;Taastrup;100073994;12.2452965983251;True;False;OBH Ingeniørservice A/S;100073994;2;False;Kærmindevej;CalculatedConsumption;120;2006
131120;b443b953-561b-4b7d-9b8b-8254d2d19002;141;141;120;1972;0;0;FuelGasOil;2630;3;131120;55.6830056157629;2008-04-22;1.0.15;2018-04-22;SingleFamily;Christian Berthing;500363;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stendiget%2077,%202630%20Taastrup%20(100076323);169;F;Taastrup;100076323;12.2354005007706;True;False;BOLIUS Boligejernes Videncenter A/S;100076323;77;False;Stendiget;CalculatedConsumption;120;1972
163081;b4abb19b-c6fd-42d2-bf3a-5f8cdbcbeb7f;776;776;130;1986;0;0;DistrictHeat;2630;1;163081;;2020-06-09;1.0.20;2030-06-09;SingleFamily;Michael Pedersen;600001;VALID;4;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Skagensgade%2012,%202630%20Taastrup%20(311442383);169;C;Taastrup;311442383;;True;False;OBH Ingeniørservice A/S;311442383;12;False;Skagensgade;CalculatedConsumption;130;1986
178836;b4c7c3d9-8d5d-472a-9b8c-982507622f85;0;114;590;2003;114;0;DistrictHeat;2630;3;178836;55.6485329012516;2009-04-16;1.0.15;2019-04-16;MultiFamily;Keen Nielsen;600163;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Firkl%C3%B8veren%201,%202630%20Taastrup%20(200012580);169;C;Taastrup;200012580;12.3218939017606;True;False;KEEN MILJØ- & ENERGIRÅDGIVNING ApS;200012580;1;False;Firkløveren;CalculatedConsumption;130;2008
101434;b4d8e7cf-8e77-4a59-b716-206c0d41f2f1;1122;1122;130;1971;0;1988;DistrictHeat;2630;1;101434;55.6449266466377;2014-09-09;1.0.17;2024-09-09;SingleFamily;Mahmoud Shekari;600241;VALID;52, 53, 56;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Cirklen%20A%201,%202630%20Taastrup%20(311072523);169;C;Taastrup;311072523;12.3169460484686;True;False;dansk drift center ApS;311072523;1;False;Cirklen A;CalculatedConsumption;130;1971
144931;b4e0482b-be6c-4d22-a5a2-90bcddb70c1f;167;98;120;1979;0;0;Electricity;2640;1;144931;55.6528067506355;2016-01-25;1.0.18;2026-01-25;SingleFamily;Bjørn Sunesen;600476;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Jernalderen%2011,%202640%20Hedehusene%20(311155364);169;D;Hedehusene;311155364;12.1810866235205;True;False;EnergiTjenesten København;311155364;11;False;Jernalderen;CalculatedConsumption;120;1979
125414;b50e4184-bd23-4d21-aded-c9fdaa88cd5f;130;77;110;1938;0;1996;FuelGasOil;2630;1;125414;55.6843741459272;2016-03-15;1.0.18;2026-03-15;SingleFamily;Søren Funch Jensen;600331;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/H%C3%B8holmvej%201,%202630%20Taastrup%20(311164837);169;D;Taastrup;311164837;12.2826983746693;True;False;Bygningskonsulent Søren Funch Jensen;311164837;1;False;Høholmvej ;CalculatedConsumption;110;1938
185650;b50f37a0-452b-407f-99bc-c14cb0f71014;132;132;120;2010;0;0;DistrictHeat;2630;1;185650;55.6528302854831;2018-09-27;1.0.19;2028-09-27;SingleFamily;Dan Böhm;600016;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Hostavej%208,%202630%20Taastrup%20(311338522);169;A2010;Taastrup;311338522;12.2507978700999;True;False;e-consult ApS;311338522;8;False;Hostavej;CalculatedConsumption;120;2010
186241;b535f3bd-39a8-409f-9e6e-c96008b82683;85;85;131;2018;0;0;DistrictHeat;2640;1;186241;55.644079336254;2018-03-15;1.0.18;2028-03-15;SingleFamily;Martin Dahl Thomsen;600045;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Kongelysvej%2089,%202640%20Hedehusene%20(311303073);169;A2015;Hedehusene;311303073;12.2010289458637;True;False;Topdahl ApS;311303073;89;False;Kongelysvej;CalculatedConsumption;130;2018
101434;b548ae69-9ce6-4747-9a5f-cefec0a50df5;544;544;130;1971;0;1988;DistrictHeat;2630;1;101434;55.6449266466377;2014-09-09;1.0.17;2024-09-09;SingleFamily;Mahmoud Shekari;600241;VALID;52, 53, 56;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Cirklen%20A%201,%202630%20Taastrup%20(311072523);169;C;Taastrup;311072523;12.3169460484686;True;False;dansk drift center ApS;311072523;1;False;Cirklen A;CalculatedConsumption;130;1971
166102;b574bc92-30e1-4b2e-aa9c-f6845cbba963;146;84;120;1989;0;0;DistrictHeat;2640;3;166102;55.6245255822105;2007-04-30;1.0.15;2014-04-30;SingleFamily;Nils Trolle Borup;500010;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Nordvang%2015,%202640%20Hedehusene%20(100021466);169;B2;Hedehusene;100021466;12.1927283196145;True;False;Rådgivende ingeniør Nils Trolle Borup;100021466;15;False;Nordvang;CalculatedConsumption;120;1991
171459;b57f84ef-7bbf-43a4-8587-89f485800556;0;0;140;0;0;0;DistrictHeat;2630;1;171459;55.6513231497134;2017-10-12;1.0.18;2027-10-12;MultiFamily;Jonas Bondegaard;600001;VALID;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311278193;169;C;Taastrup;311278193;12.2776878537121;True;False;OBH Ingeniørservice A/S;311278193;1;False;Spaden D;CalculatedConsumption;140;1973
129878;b5902d2c-048b-4919-9b38-33d2439782d9;0;200;590;2006;332;0;WoodPellets;2630;1;129878;55.6820015439439;2012-06-29;1.0.15;2022-06-29;SingleFamily;Patrick Singh;600204;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Sognevangen%2013,%202630%20Taastrup%20(100273693);169;C;Taastrup;100273693;12.2614305877295;True;False;factum2 ballerup;100273693;13;False;Sognevangen;CalculatedConsumption;110;2005
162484;b5c6c4c3-ff7f-4eb7-be64-ef6ba24eeccd;111;68;130;1987;0;0;NaturalGas;2640;1;162484;55.6537773573193;2015-11-11;1.0.17;2025-11-11;SingleFamily;Jacob Wibroe;600109;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/L%20A%20Rings%20V%C3%A6nge%2010,%202640%20Hedehusene%20(311144741);169;C;Hedehusene;311144741;12.2203617326436;True;False;Danakon a/s;311144741;10;False;L A Rings Vænge;CalculatedConsumption;130;1987
145180;b5e1ce9b-7f34-4b38-bef1-974488451436;113;75;130;1977;0;0;DistrictHeat;2630;1;145180;55.6396110922685;2017-07-05;1.0.18;2027-07-05;SingleFamily;Henrik Bisp;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Baunevej%20125,%202630%20Taastrup%20(311259014);169;C;Taastrup;311259014;12.2993605004203;True;False;OBH Ingeniørservice A/S;311259014;125;False;Baunevej;CalculatedConsumption;130;1977
164770;b5e2a16a-7ee4-47c5-8702-91c31ca14486;0;20;440;1991;20;0;DistrictHeat;2630;1;164770;55.6390772864092;2015-11-16;1.0.17;2025-11-16;NonResidental;Claus Matthiasen;600109;VALID;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311145386;169;D;Taastrup;311145386;12.2713074219166;True;False;Danakon a/s;311145386;2;False;Gyvelhaven;CalculatedConsumption;440;1991
185225;b5ffbbe4-3a78-46dc-b046-248c2769872e;226;238;130;2007;0;0;;2630;1;185225;55.6495713565704;2019-05-12;1.0.19;2029-05-12;SingleFamily;Keen Nielsen;600163;VALID;4;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Fr%C3%B8dalen%2024,%202630%20Taastrup%20(311376415);169;B;Taastrup;311376415;12.2540096508673;True;False;KEEN MILJØ & ENERGIRÅDGIVNING ApS;311376415;24;False;Frødalen;BBRInformation;130;2007
127093;b633408c-f99f-483b-8690-53e0d4b63b25;0;129;219;1919;129;0;FuelGasOil;2630;1;127093;55.6657919487526;2012-05-22;1.0.15;2022-05-22;SingleFamily;Mikkel Stewart;600128;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Snubbekorsvej%202,%202630%20Taastrup%20(100268927);169;D;Taastrup;100268927;12.2806162004445;True;False;Botjek Taastrup ApS;100268927;2;False;Snubbekorsvej;CalculatedConsumption;120;1919
124035;b6334341-3fd3-41c9-8ac8-606e0938f455;185;185;120;1974;0;0;FuelGasOil;2630;1;124035;55.6873429104422;2017-01-26;1.0.18;2027-01-26;SingleFamily;Henrik Bisp;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Birkevej%208A,%202630%20Taastrup%20(311224637);169;E;Taastrup;311224637;12.2485228306549;True;False;OBH Ingeniørservice A/S;311224637;8A;False;Birkevej;CalculatedConsumption;120;1974
153256;b6373309-0ea1-4b2a-96f7-b240e049ad40;1086;1086;140;1981;0;0;DistrictHeat;2640;1;153256;55.6495857958977;2014-11-28;1.0.17;2024-11-28;NonResidental;Mads Madsen;600171;VALID;18;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311085704;169;D;Hedehusene;311085704;12.2176960532543;True;False;Rambøll Danmark A/S (Aalborg);311085704;160;False;Charlotteager;CalculatedConsumption;320;1981
161534;b63845d4-f886-46f1-8165-24267c534a92;126;126;120;1987;0;0;DistrictHeat;2640;3;161534;55.6415655347896;2007-01-02;1.0.15;2014-01-02;SingleFamily;Niels T. Jensen;500044;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stenm%C3%B8llen%20183,%202640%20Hedehusene%20(911174);169;B2;Hedehusene;911174;12.2012370395333;True;False;Bygningskontoret;911174;183;False;Stenmøllen;CalculatedConsumption;120;1987
180768;b66275e8-4322-4ace-aa41-09215b9c3bbc;187;247;120;2005;0;0;;2640;1;180768;55.6497994909126;2016-12-22;1.0.18;2026-12-22;SingleFamily;Bo Mören;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Liselundager%2014,%202640%20Hedehusene%20(311219365);169;C;Hedehusene;311219365;12.2300835344532;True;False;Energi- og Bygningsrådgivning A/S;311219365;14;False;Liselundager;BBRInformation;120;2005
150508;b6a73a8b-c217-4580-9ae9-5826e00ec2dc;115;115;120;1979;0;0;Electricity;2640;1;150508;55.6139754767729;2018-10-08;1.0.19;2028-10-08;SingleFamily;Thomas Skov;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Poul%20Hansens%20V%C3%A6nge%2017,%202640%20Hedehusene%20(311340328);169;C;Hedehusene;311340328;12.1904723004385;True;False;OBH Ingeniørservice A/S;311340328;17;False;Poul Hansens Vænge;CalculatedConsumption;120;1979
152764;b6dbd566-ff3e-46c4-9a29-6717b309cdf5;116;116;130;1978;0;0;DistrictHeat;2630;1;152764;;2019-10-04;1.0.20;2029-10-04;SingleFamily;Reno Skov Pedersen;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Hallandsparken%20118,%202630%20Taastrup%20(311401940);169;B;Taastrup;311401940;;True;False;Energi- og Bygningsrådgivning A/S;311401940;118;False;Hallandsparken;CalculatedConsumption;130;1978
100586;b7119b3a-a855-4500-92d6-f88176886010;115;58;130;1972;0;0;DistrictHeat;2630;1;100586;55.6381369292128;2013-09-18;1.0.16;2023-09-18;SingleFamily;Ark. Maa. Uwe Vorbeck;600408;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/H%C3%B8jg%C3%A5rdstoften%20264,%202630%20Taastrup%20(311017783);169;B;Taastrup;311017783;12.3036871793678;True;False;Botjek Support Center;311017783;264;False;Højgårdstoften;CalculatedConsumption;130;1972
185401;b7400112-e898-42c3-9757-e81a18ce7ed3;66;70;130;1987;0;0;;2630;1;185401;55.6405304378848;2012-08-06;1.0.16;2022-08-06;SingleFamily;finn risum;600274;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Olivenlunden%2079,%202630%20Taastrup%20(300007355);169;D;Taastrup;300007355;12.2788362767351;True;False;Ejby Arkitektkontor;300007355;79;False;Olivenlunden;BBRInformation;130;1987
153256;b7494ec0-ec55-43b9-bd96-b9b724368ad5;0;33;590;2019;33;0;DistrictHeat;2640;1;153256;55.6495857958977;2014-11-28;1.0.17;2024-11-28;NonResidental;Mads Madsen;600171;VALID;18;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311085704;169;D;Hedehusene;311085704;12.2176960532543;True;False;Rambøll Danmark A/S (Aalborg);311085704;160;False;Charlotteager;CalculatedConsumption;320;1981
185225;b7c648b7-0259-4fb6-8721-c2f602bb762b;235;262;130;2007;0;0;;2630;1;185225;55.6495713565704;2019-05-12;1.0.19;2029-05-12;SingleFamily;Keen Nielsen;600163;VALID;4;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Fr%C3%B8dalen%2024,%202630%20Taastrup%20(311376415);169;B;Taastrup;311376415;12.2540096508673;True;False;KEEN MILJØ & ENERGIRÅDGIVNING ApS;311376415;24;False;Frødalen;BBRInformation;130;2007
148147;b7d4026d-b193-4fd9-9b92-2508c547c5fe;130;101;120;1978;0;2017;Electricity;2640;1;148147;55.6504462248494;2018-03-13;1.0.18;2028-03-13;SingleFamily;Lars Pless;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stenalderen%20122,%202640%20Hedehusene%20(311303461);169;E;Hedehusene;311303461;12.1902758979748;True;False;OBH Ingeniørservice A/S;311303461;122;False;Stenalderen;CalculatedConsumption;120;1978
