Nummer;CalculatedConsumption;CalculatedEnergyConsumption;ElectricityPrice;FixedCharge;HeatSupplyCost;ExtraCostPrYear;TotalProfitableInvestment;CalculatedEmissionLowering;AdditionalHeat;CalculatedEmission;HeatSupply;AdditionalHeatCost;CalculatedEnergySavings;PossibleEnergyLabelForAllProposals;TotalRecommendedInvestment;PossibleEnergyLabelForAllProfitableProposals;ExtraCostPrYearForAllProposals;ExtraCostPrYearForRecommendedProposals;ExtraCostPrYear;TotalProfitableInvestment
311158811;46000;52200;2,2;0;881,188118811881;79700;Kan ikke beregnes;24007300;Ingen;13866600;FuelGasOil;0;45500;A2015;704500;A2010;79700;0;61800;161100
311303064;4800;2900;2;3129,2;557,23;0;Kan ikke beregnes;0;Ingen;406100;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100248017;Er ikke beregnet;Er ikke beregnet;2;0;910,891035820572;Er ikke beregnet;4100;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;D;5700;;5700;4100
100251251;Er ikke beregnet;Er ikke beregnet;2,08;0;1024,75247524752;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;FuelGasOil;437,727272727273;Er ikke beregnet;;;B;31820;;20900;199000
311232724;5000;6600;2,1;0;750,909090909091;0;Kan ikke beregnes;0;Ingen;1336200;NaturalGas;0;0;A2010;0;A2010;0;0;0;0
100228617;Er ikke beregnet;Er ikke beregnet;2;0;1069,30693069307;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;13900;;11200;119000
100052224;Er ikke beregnet;Er ikke beregnet;2;1031;504,98;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B2;0;;0;0
911992;Er ikke beregnet;Er ikke beregnet;1,65;0;732,673267326733;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;B2;22000;;12200;2300
311271628;11100;11100;2,22;3428,07;691,43;4500;Kan ikke beregnes;1258700;Wood;1559500;DistrictHeat;0;3000;A2020;0;A2015;4500;0;3800;56100
311258231;9900;10500;2,3;0;940,594059405941;9400;Kan ikke beregnes;2312900;Ingen;2771800;FuelGasOil;0;9700;A2010;0;C;9400;0;5100;107000
200033617;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;26400;;300;300
311258231;9900;10500;2,3;0;940,594059405941;9400;Kan ikke beregnes;2312900;Ingen;2771800;FuelGasOil;0;9700;A2010;0;C;9400;0;5100;107000
311382943;9000;10200;2,2;2945,95;585,09;5200;Kan ikke beregnes;515300;Ingen;662400;DistrictHeat;0;5600;A2015;0;C;5200;0;0;0
311123882;14800;16200;1;0;1000;-4900;Kan ikke beregnes;7413900;Wood;9067900;Electricity;437,727272727273;7800;A2010;0;D;-4900;0;5000;0
311219768;1146000;1310600;2,2;385193,09;580,45;341500;Kan ikke beregnes;99352800;Ingen;184787600;DistrictHeat;0;232600;B;0;C;341500;0;271800;4354000
311345582;47400;42200;2,26;0;1122,77227722772;38100;Kan ikke beregnes;9974100;Ingen;11225200;FuelGasOil;0;35900;A2010;0;A2010;38100;0;38000;557000
311413343;5400;3700;2,45;3228,4;585,09;0;Kan ikke beregnes;0;Ingen;235300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200005254;Er ikke beregnet;Er ikke beregnet;1,8;0;763,636363636364;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;11500;;7400;4200
311164837;18400;23000;2,25;0;797,029702970297;12100;281800;3617500;Wood;6112700;FuelGasOil;0;17600;C;0;C;12100;0;12100;281800
310001822;10100;8600;2,15;3366,025;573;8000;79300;2471700;Ingen;1787800;DistrictHeat;0;3700;A2020;63100;A2020;8000;0;8000;0
311105887;12700;14200;2,14;0;672,727272727273;10000;Kan ikke beregnes;3091500;Electricity;3870600;NaturalGas;2140;6300;A2010;0;C;10000;0;5900;0
311247288;11400;13200;0;3726;580,45;6600;Kan ikke beregnes;1232300;Ingen;1841000;DistrictHeat;0;3300;A2010;0;C;6600;0;0;0
310004023;10400;11800;2;3679,675;573;9300;111200;3092200;Ingen;1651200;DistrictHeat;0;4700;A2020;111200;A2020;9300;0;9300;0
311074180;9800;9200;2;1000;818,181818181818;4100;Kan ikke beregnes;1266200;Ingen;2371200;NaturalGas;0;3000;A2010;0;B;4100;0;3100;0
100185912;Er ikke beregnet;Er ikke beregnet;2;1219;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
311273405;12700;14700;2,1;4100,91;580,45;3300;Kan ikke beregnes;930100;Wood;2068500;DistrictHeat;0;3300;A2010;0;B;3300;0;1900;35000
311278177;344300;433400;2,2;92741,14;580,45;137900;Kan ikke beregnes;36274400;Ingen;61105200;DistrictHeat;0;177800;A2010;0;B;137900;0;84500;1728000
100279275;Er ikke beregnet;Er ikke beregnet;2;0;910,891035820572;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;39800;;28800;11100
100255983;Er ikke beregnet;Er ikke beregnet;2,04;0;463,917525773196;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;WoodPellets;0;Er ikke beregnet;;;D;6800;;6100;99000
311194496;264400;314400;2,2;81819,89;580,45;43000;Kan ikke beregnes;11986700;Ingen;44327600;DistrictHeat;0;40600;A2010;0;B;43000;0;26400;350000
311440132;5800;2700;2,5;4172,41;585,09;0;Kan ikke beregnes;0;Ingen;174200;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311440132;5800;2700;2,5;4172,41;585,09;0;Kan ikke beregnes;0;Ingen;174200;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311440132;5800;2700;2,5;4172,41;585,09;0;Kan ikke beregnes;0;Ingen;174200;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
310026392;5600;3600;2;3468;597,33;0;Kan ikke beregnes;0;Ingen;495000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311409626;5200;2900;2,45;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;184600;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200047933;Er ikke beregnet;Er ikke beregnet;1,7;0;650;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;E;4800;;3600;36000
311376415;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
300003760;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311278185;499100;651400;2,2;120958,14;580,45;212200;Kan ikke beregnes;55834000;Ingen;91847400;DistrictHeat;0;272700;A2010;0;B;212200;0;125100;2545000
311304708;13700;16100;2,2;0;849,50495049505;11200;Kan ikke beregnes;3562800;Wood;4269300;FuelGasOil;0;15000;A2020;0;A2010;11200;0;8700;120500
311345117;1700;1200;1,48;0;1480;0;Kan ikke beregnes;0;Ingen;220700;Electricity;0;0;A2020;0;A2020;0;0;0;0
311291601;15400;21200;2,2;0;635,454545454546;8500;Kan ikke beregnes;2658400;Electricity;4876000;NaturalGas;2200;9000;C;0;D;8500;0;2400;61400
311007640;7600;10000;2;0;755,454545454546;6800;Kan ikke beregnes;2188200;Ingen;2316100;NaturalGas;0;4900;A2015;114500;A2010;6800;0;4900;0
311359628;7700;8700;0;2787;557,23;600;Kan ikke beregnes;149800;Ingen;1215200;DistrictHeat;0;1100;A2010;0;B;600;0;300;11100
311130564;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311227088;9000;15500;2,36;2,14935;580,45;1400;Kan ikke beregnes;351100;Ingen;2174300;DistrictHeat;0;2500;C;0;C;1400;0;300;10600
311023059;11600;10600;2,1;3777,51;573,76;700;Kan ikke beregnes;152300;Ingen;2081800;DistrictHeat;0;1000;C;89100;C;700;0;0;0
311026876;30500;41300;2;0;739,181818181818;10700;Kan ikke beregnes;3023300;Ingen;8408900;NaturalGas;0;13200;B;102600;B;10700;0;9700;0
311303084;4600;2600;2;3129,2;557,23;0;Kan ikke beregnes;0;Ingen;358200;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100060541;Er ikke beregnet;Er ikke beregnet;2;0;659;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C2;0;;0;0
100186956;Er ikke beregnet;Er ikke beregnet;2;1219;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;0;;0;0
311434061;9500;13500;0;0;703,636363636364;7700;Kan ikke beregnes;2356100;Ingen;2732400;NaturalGas;0;11500;A2010;0;C;7700;0;200;4500
200059592;Er ikke beregnet;Er ikke beregnet;2,04;2890,68;551,33;Er ikke beregnet;50000;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;11600;;11600;50000
311163733;4800;2900;2,3;3054,27;580,45;0;Kan ikke beregnes;0;Ingen;407500;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311016868;67300;54200;2,3;0;1141,58415841584;55600;Kan ikke beregnes;15223500;Wood;16272400;FuelGasOil;2300;35400;C;145000;D;55600;0;47800;0
311090425;11400;11800;2,3;3725,13;648,24;5900;Kan ikke beregnes;1486200;Ingen;1661000;DistrictHeat;0;6000;A2010;0;B;5900;0;4000;0
311261320;9400;10400;0;3353;580,45;1700;Kan ikke beregnes;420600;Ingen;1453800;DistrictHeat;0;2900;A2010;0;B;1700;0;0;0
311268215;23333;24490;2,5;0;930,693069306931;900;16200;256000;Wood;2606600;FuelGasOil;0;1000;C;0;C;900;0;900;16200
311404879;4900;2800;2,45;3228,4;585,09;0;Kan ikke beregnes;0;Ingen;178800;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311397762;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311343417;5800;2600;2,283;0;2283;0;Kan ikke beregnes;0;Ingen;1681400;Electricity;0;0;A2015;0;A2015;0;0;0;0
100228601;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;4100;;200;1500
100272319;Er ikke beregnet;Er ikke beregnet;2,09999990463257;0;790,909073569558;Er ikke beregnet;6700;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B;18680;;18680;6700
311050821;2300;1300;1,75;0;1750;0;Kan ikke beregnes;0;Ingen;842700;Electricity;0;0;A2010;0;A2010;0;0;0;0
200028298;Er ikke beregnet;Er ikke beregnet;2;0;727,272727272727;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;A1;481000;;73500;28400
310029282;8000;8000;2;3257,8125;597,3;4100;70000;1379000;Ingen;1116800;DistrictHeat;0;2100;A2020;70000;A2020;4100;0;4100;0
311045005;14700;15500;2,1;4646,07;573,76;3900;Kan ikke beregnes;1209300;Ingen;2582500;DistrictHeat;0;1800;B;0;C;3900;0;0;0
311392760;11200;15300;2,26;0;732,727272727273;3900;Kan ikke beregnes;727900;Ingen;3117200;NaturalGas;0;3600;B;0;C;3900;0;2000;53100
311435135;5800;2700;2,5;4172,41;585,09;0;Kan ikke beregnes;0;Ingen;174900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311435135;5800;2700;2,5;4172,41;585,09;0;Kan ikke beregnes;0;Ingen;174900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311435135;5800;2700;2,5;4172,41;585,09;0;Kan ikke beregnes;0;Ingen;174900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200044203;Er ikke beregnet;Er ikke beregnet;2;0;786,363636363636;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B;1000;;0;0
310036521;37100;34100;2;0;1089,10891089109;11100;105000;3681600;Ingen;9057300;FuelGasOil;0;5600;A2010;105000;A2010;11100;0;11100;0
311054155;15800;9200;2,25;0;2250;4400;99200;1306900;Wood;4285700;Electricity;437,727272727273;2000;B;0;B;4400;0;4400;0
311233033;8500;5000;1,72;0;1720;5000;Kan ikke beregnes;1711700;Ingen;3270000;Electricity;0;2500;B;0;C;5000;0;500;4500
311023732;22600;29400;2;0;768,181818181818;7700;Kan ikke beregnes;2306900;Ingen;6860900;NaturalGas;0;11000;D;147300;E;7700;0;4000;0
200059646;Er ikke beregnet;Er ikke beregnet;2,11;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;7080;;200;300
311278174;501900;660400;2,2;118522,14;580,45;233000;Kan ikke beregnes;61850700;Ingen;93115000;DistrictHeat;0;287300;A2010;0;B;233000;0;153800;2842000
311164737;4900;3100;2,3;3054,27;580,45;0;Kan ikke beregnes;0;Ingen;424500;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311377882;12700;15100;2,1;0;716,363636363636;8700;Kan ikke beregnes;1496900;Wood;3055100;NaturalGas;0;7400;A2010;0;C;8700;0;2400;33500
311348249;9100;10400;2,36;3218,9;557,23;2500;Kan ikke beregnes;283500;Wood;674700;DistrictHeat;0;4300;A2010;0;B;2500;0;0;0
311348138;15357;14290;2,2;0;1122,77227722772;2400;Kan ikke beregnes;328400;Ingen;-439010;FuelGasOil;0;1400;B;0;B;2400;0;1500;10000
311208244;8800;9400;2;3292;586,21;0;Kan ikke beregnes;0;Ingen;1318400;DistrictHeat;0;0;C;0;C;0;0;0;0
100049152;Er ikke beregnet;Er ikke beregnet;2;0;681,818181818182;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C2;0;;0;0
311426281;12000;10600;2,33;3271;557,23;0;Kan ikke beregnes;0;Ingen;895400;DistrictHeat;0;0;C;0;C;0;0;0;0
311355256;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311008954;22800;11400;2;0;2000;19700;Kan ikke beregnes;6512000;Ingen;7537700;Electricity;0;9800;A2015;140800;B;19700;0;15500;0
100208217;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B;2500;;1300;14300
311201184;12300;20600;2,3;0;596,363636363636;8900;Kan ikke beregnes;2842500;Wood;4192200;NaturalGas;0;10600;A2010;0;C;8900;0;3400;70500
311145609;43600;56400;0;10542;586,21;22300;Kan ikke beregnes;5711600;Ingen;7948200;DistrictHeat;0;24200;A2010;673500;C;22300;0;13100;0
311402131;6100;4300;1,419;0;1419;400;Kan ikke beregnes;55700;Ingen;842600;Electricity;0;300;A2010;0;A2010;400;0;0;0
311214502;5600;5400;2,36;2418,81;580,45;600;Kan ikke beregnes;132600;Ingen;760000;DistrictHeat;0;1000;A2010;0;B;600;0;0;0
100119246;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;;0;;0;0
311026693;180500;215700;2,1;56785,5;573,76;38100;Kan ikke beregnes;10037700;Ingen;30401100;DistrictHeat;0;54600;A2010;1712300;B;38100;0;0;0
100201112;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
100022347;Er ikke beregnet;Er ikke beregnet;2;1031;504,98;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C1;0;;0;0
311442128;74200;70700;2,2;32741,5;585,09;0;Kan ikke beregnes;0;Ingen;-271330150;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311073852;39800;40100;2,28;400;818,181818181818;27200;Kan ikke beregnes;7173200;Wood;10226900;NaturalGas;0;25300;A2010;0;C;27200;0;17300;0
311179692;9700;14400;0;0;672,727272727273;2200;Kan ikke beregnes;769800;Ingen;3343600;NaturalGas;0;3300;C;0;C;2200;0;0;0
200037709;Er ikke beregnet;Er ikke beregnet;1,70000004768372;1031;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;21600;;2300;1600
100248017;Er ikke beregnet;Er ikke beregnet;2;0;910,891035820572;Er ikke beregnet;4100;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;D;5700;;5700;4100
311022522;96900;83100;2,06;0;1166,33663366337;94400;Kan ikke beregnes;23901900;Ingen;22086000;FuelGasOil;0;66100;C;4700;C;94400;0;93600;0
100164248;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;A2;500;;0;0
311375606;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
100214555;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;4700;;0;0
311049210;11000;12600;0;3449;597,33;4300;Kan ikke beregnes;1029400;Ingen;1771000;DistrictHeat;0;3900;B;0;C;4300;0;300;0
100191420;Er ikke beregnet;Er ikke beregnet;2;0;525,773196383077;Er ikke beregnet;1000;Er ikke beregnet;;Er ikke beregnet;WoodPellets;0;Er ikke beregnet;;;C;11100;;11100;1000
311390739;14600;12700;2,25;0;1150,49504950495;15400;Kan ikke beregnes;2981100;Ingen;3370300;FuelGasOil;0;11000;A2015;0;A2010;15400;0;15300;225500
311303056;4500;3300;2;2626,88;557,23;0;Kan ikke beregnes;0;Ingen;456900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100217759;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;227,272727272727;Er ikke beregnet;;;D;17400;;14900;80500
311355561;12900;11600;2,3;3882,68;557,23;3300;Kan ikke beregnes;236400;Wood;942000;DistrictHeat;0;-700;B;0;B;3300;0;2300;31000
310015469;57400;45000;2,1;0;1138,61386138614;46900;Kan ikke beregnes;14319000;Electricity;14518700;FuelGasOil;2100;25100;B;70400;C;46900;0;42100;0
311214485;10500;12300;2,1;3353,31;580,45;1300;Kan ikke beregnes;313100;Ingen;1727300;DistrictHeat;0;2200;B;0;C;1300;0;500;4400
311387204;11200;15300;2,3;0;732,727272727273;4100;Kan ikke beregnes;522100;Wood;3109000;NaturalGas;0;2600;C;0;C;4100;0;3100;50000
311115385;28000;16500;1,7;0;1700;12500;343600;4722100;Ingen;10900400;Electricity;0;7100;C;0;C;12500;0;12500;0
311400445;13900;16200;2;3190,74;660,72;4400;Kan ikke beregnes;436300;Ingen;1047200;DistrictHeat;0;4000;B;0;C;4400;0;300;6000
311229888;120300;210000;2,2;0;572,727272727273;54400;Kan ikke beregnes;17901700;Ingen;42825800;NaturalGas;0;60000;B;0;B;54400;0;41800;340300
311278187;350800;444500;2,2;92741,14;580,45;147900;Kan ikke beregnes;38976200;Ingen;62663300;DistrictHeat;0;188300;A2010;0;B;147900;0;94400;1872300
100191420;Er ikke beregnet;Er ikke beregnet;2;0;525,773196383077;Er ikke beregnet;1000;Er ikke beregnet;;Er ikke beregnet;WoodPellets;0;Er ikke beregnet;;;C;11100;;11100;1000
311057338;12900;11800;2;4372;597,33;0;Kan ikke beregnes;0;Ingen;2205800;DistrictHeat;0;0;C;0;C;0;0;0;0
311025667;12300;16700;2,25;0;739,181818181818;14300;Kan ikke beregnes;4190000;Ingen;3394600;NaturalGas;0;8500;A2020;196200;A2015;14300;0;12000;0
100193700;Er ikke beregnet;Er ikke beregnet;2;0;940,594059405941;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;D;8000;;3400;9000
311050793;17400;7800;2,25;0;2250;6600;Kan ikke beregnes;1936500;Ingen;5123100;Electricity;0;2900;A2010;0;B;6600;0;4900;0
311368490;19099;12289;2;10549,504;585,09;0;Kan ikke beregnes;0;Ingen;-6358500;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
100248017;Er ikke beregnet;Er ikke beregnet;2;0;910,891035820572;Er ikke beregnet;4100;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;D;5700;;5700;4100
311170784;15600;7800;2;0;2000;4500;Kan ikke beregnes;1496400;Ingen;5168800;Electricity;0;2300;C;0;D;4500;0;1700;34600
100133845;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
300004625;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311085992;409243;403206;2;40864,6;684,74;0;Kan ikke beregnes;0;Ingen;-15066304600;DistrictHeat;0;0;A2010;0;A2010;0;0;0;0
311417865;9000;9600;2,2;3379,04;585,09;1700;Kan ikke beregnes;182700;Ingen;624000;DistrictHeat;0;2800;A2010;0;B;1700;0;0;0
311153119;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311052133;13900;16900;2,5;100;818,181818181818;8300;Kan ikke beregnes;2137100;Ingen;3437400;NaturalGas;0;7400;B;0;C;8300;0;5400;0
311219754;6100;3400;1,78;0;1780;4800;Kan ikke beregnes;1623300;Ingen;2236300;Electricity;0;2500;A2020;0;B;4800;0;0;0
311070267;13600;16700;0;0;818,181818181818;3300;Kan ikke beregnes;950600;Ingen;3886800;NaturalGas;0;4600;B;0;C;3300;0;200;0
311424071;17400;13300;1,347;0;1347;13700;324700;1984400;Wood;2512000;Electricity;368;10100;A2015;0;A2015;13700;0;13700;324700
909469;Er ikke beregnet;Er ikke beregnet;2;0;681,818181818182;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B2;5800;;4300;1500
311007800;38400;16400;2,34;0;2340;28300;Kan ikke beregnes;10539100;Ingen;10871900;Electricity;0;-1000;C;624800;D;28300;0;9700;0
200047933;Er ikke beregnet;Er ikke beregnet;1,7;0;650;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;E;4800;;3600;36000
311303083;4900;3300;2;3039,5;557,23;0;Kan ikke beregnes;0;Ingen;458300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311424655;20600;33800;2,1;0;536,082474226804;15100;Kan ikke beregnes;-539700;WoodPellets;310500;WoodPellets;536,082474226804;26600;A2010;0;C;15100;0;6900;184300
100227955;Er ikke beregnet;Er ikke beregnet;1,53;0;1530;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;C;13300;;11000;50000
311164716;4800;3000;2,3;3054,27;580,45;0;Kan ikke beregnes;0;Ingen;420200;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311010572;7400;9500;1,8;0;776,363636363636;300;Kan ikke beregnes;63800;Ingen;1929900;NaturalGas;0;800;C;24000;C;300;0;0;0
100207933;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
310005896;10100;11300;2;3568,975;573;0;Kan ikke beregnes;0;Ingen;1583500;DistrictHeat;0;0;B;0;B;0;0;0;0
310015469;57400;45000;2,1;0;1138,61386138614;46900;Kan ikke beregnes;14319000;Electricity;14518700;FuelGasOil;2100;25100;B;70400;C;46900;0;42100;0
311254156;256600;323000;2,02;69081,11;580,45;286000;2544200;93022800;Ingen;45538800;DistrictHeat;0;153600;A2010;0;A2010;286000;0;286000;2544200
100103839;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;2800;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;A;4100;;4100;2800
311182843;8900;9500;2,25;3353,31;580,45;1400;Kan ikke beregnes;331300;Ingen;1333900;DistrictHeat;0;2400;A2010;0;B;1400;0;0;0
311327501;5100;3700;1,6;3039,5;557,23;0;Kan ikke beregnes;0;Ingen;238600;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311153292;11107;19995;2,2;0;881,188118811881;15100;Kan ikke beregnes;4571000;Ingen;-7777970;FuelGasOil;0;22100;A2020;0;A2020;15100;0;14500;0
310015469;57400;45000;2,1;0;1138,61386138614;46900;Kan ikke beregnes;14319000;Electricity;14518700;FuelGasOil;2100;25100;B;70400;C;46900;0;42100;0
100105177;Er ikke beregnet;Er ikke beregnet;1,8;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;3500;;200;200
311143930;41600;53700;0;10127;586,21;14700;Kan ikke beregnes;3813000;Ingen;7515200;DistrictHeat;0;15200;D;358900;D;14700;0;7800;0
311155301;19700;22300;2,3;0;881,188118811881;6000;Kan ikke beregnes;1723800;Wood;5921200;FuelGasOil;0;3100;A2010;0;A2010;6000;0;5500;81000
311121492;47400;48800;2,05;0;970,29702970297;36700;Kan ikke beregnes;14472600;Ingen;12978200;FuelGasOil;0;22100;C;0;D;36700;0;30300;0
311164730;6200;4400;2,3;3652,35;580,45;0;Kan ikke beregnes;0;Ingen;616200;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100265218;Er ikke beregnet;Er ikke beregnet;2,2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;0;;0;0
311039634;10500;12900;2,2;0;818,181818181818;10800;Kan ikke beregnes;3082700;Ingen;2615300;NaturalGas;0;7600;A2020;135700;A2020;10800;0;9900;0
200005254;Er ikke beregnet;Er ikke beregnet;1,8;0;763,636363636364;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;11500;;7400;4200
311324238;1700;1300;1,28;0;578,181818181818;0;Kan ikke beregnes;0;Ingen;248900;NaturalGas;0;0;A2020;0;A2020;0;0;0;0
100076803;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
919645;Er ikke beregnet;Er ikke beregnet;1,72;0;794,44;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B2;0;;0;0
100232111;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;D;26900;;11800;24700
