Nummer;CalculatedConsumption;CalculatedEnergyConsumption;ElectricityPrice;FixedCharge;HeatSupplyCost;ExtraCostPrYear;TotalProfitableInvestment;CalculatedEmissionLowering;AdditionalHeat;CalculatedEmission;HeatSupply;AdditionalHeatCost;CalculatedEnergySavings;PossibleEnergyLabelForAllProposals;TotalRecommendedInvestment;PossibleEnergyLabelForAllProfitableProposals;ExtraCostPrYearForAllProposals;ExtraCostPrYearForRecommendedProposals;ExtraCostPrYear;TotalProfitableInvestment
311397025;5900;4100;2,5;3171,91;660,72;0;Kan ikke beregnes;0;Ingen;-31260450;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
311031813;40100;57400;2;7123,64;573,76;21000;Kan ikke beregnes;6212100;Ingen;8086400;DistrictHeat;0;21600;A2015;543000;C;21000;0;11300;0
311128313;10500;8000;2;4372,41;759,22;0;Kan ikke beregnes;0;Ingen;1126600;DistrictHeat;0;0;A2010;0;A2010;0;0;0;0
200025902;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;35000;;20300;53100
311372273;26200;22100;1,38;0;1380;11700;Kan ikke beregnes;1469000;Wood;3501100;Electricity;387,4;8800;C;0;E;11700;0;900;35700
200012651;Er ikke beregnet;Er ikke beregnet;0;159390;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
311201184;12300;20600;2,3;0;596,363636363636;8900;Kan ikke beregnes;2842500;Wood;4192200;NaturalGas;0;10600;A2010;0;C;8900;0;3400;70500
311143917;35300;46600;0;7937;586,21;22800;Kan ikke beregnes;5651400;Ingen;6517000;DistrictHeat;0;26800;B;653200;D;22800;0;11400;0
100105018;Er ikke beregnet;Er ikke beregnet;2;0;463,917525773196;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;WoodPellets;436,363636363636;Er ikke beregnet;;;D;600;;0;0
311155301;19700;22300;2,3;0;881,188118811881;6000;Kan ikke beregnes;1723800;Wood;5921200;FuelGasOil;0;3100;A2010;0;A2010;6000;0;5500;81000
310021887;10700;8100;2,2;4875;718,8;0;Kan ikke beregnes;0;Ingen;1130900;DistrictHeat;0;0;B;0;B;0;0;0;0
311368490;19099;12289;2;10549,504;585,09;0;Kan ikke beregnes;0;Ingen;-6358500;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
311345276;12600;10300;2,33;3128;557,23;0;Kan ikke beregnes;0;Ingen;2540300;DistrictHeat;0;0;C;0;C;0;0;0;0
311124843;12500;17900;2,05;0;672,727272727273;4600;Kan ikke beregnes;1479800;Ingen;3799900;NaturalGas;0;2300;C;0;C;4600;0;4200;0
100074385;Er ikke beregnet;Er ikke beregnet;1,75;0;1750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;441,176470588235;Er ikke beregnet;;;F;0;;0;0
311214797;10800;6400;1,7;0;1700;11600;Kan ikke beregnes;4009500;Ingen;4201500;Electricity;0;6000;A2010;0;A2010;11600;0;6100;101300
311419833;5300;3000;2,4;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;195000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311419833;5300;3000;2,4;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;195000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311419833;5300;3000;2,4;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;195000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311419833;5300;3000;2,4;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;195000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311419833;5300;3000;2,4;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;195000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311368490;19099;12289;2;10549,504;585,09;0;Kan ikke beregnes;0;Ingen;-6358500;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
100123708;Er ikke beregnet;Er ikke beregnet;2;0;649,090909090909;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;NaturalGas;436,363636363636;Er ikke beregnet;;;C;0;;0;0
311055080;8800;9100;3,4;3592,71;573,76;600;Kan ikke beregnes;183700;Ingen;1276100;DistrictHeat;0;1800;B;0;B;600;0;0;0
311305571;13100;20500;2,35;0;640,909090909091;7900;Kan ikke beregnes;2412500;Ingen;4163700;NaturalGas;0;8900;C;0;C;7900;0;6900;195100
311121536;6400;9500;2;0;672,727272727273;500;Kan ikke beregnes;160900;Ingen;1923800;NaturalGas;0;1100;B;0;B;500;0;0;0
311275940;927900;820700;2,25;143311,329756097;580,45;122800;Kan ikke beregnes;33234300;Ingen;212081400;DistrictHeat;0;128000;C;0;D;122800;0;73200;733400
311078021;10400;12300;2,25;3315,51;573,76;2000;Kan ikke beregnes;500600;Ingen;1725900;DistrictHeat;0;3500;B;0;C;2000;0;900;0
311353963;52800;61400;2,1;0;1159,40594059406;43800;Kan ikke beregnes;8905900;Electricity;8473900;FuelGasOil;2100;36800;C;0;D;43800;0;37400;792200
311164358;13900;21700;2,2;0;640,909090909091;7600;Kan ikke beregnes;2376500;Ingen;4418700;NaturalGas;0;8000;A2010;0;C;7600;0;3500;60000
311330972;42800;32500;2,25;21055,86;668,21;0;Kan ikke beregnes;0;Ingen;2111900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311317725;44100;35800;2,3;24058,74;557,23;0;Kan ikke beregnes;0;Ingen;5046400;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311180978;18500;14200;1,5;0;1500;5700;Kan ikke beregnes;2468600;Briquettes;7596700;Electricity;472,164948453608;4100;C;0;D;5700;0;2600;40000
100171304;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;;0;;0;0
311320437;31007;26680;2,37;0;1123,76237623762;21600;Kan ikke beregnes;4011700;Wood;2688800;FuelGasOil;0;23100;A2020;0;A2020;21600;0;20800;200000
310009449;10700;12000;2;0;800;2100;40000;524700;Ingen;2844000;NaturalGas;0;2600;C;40000;C;2100;0;2100;0
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311356626;11100;14100;2,36;3200,96;557,23;2300;Kan ikke beregnes;269100;Ingen;912000;DistrictHeat;0;4100;B;0;C;2300;0;200;5200
311052646;24000;20600;2,1;0;1166,33663366337;16900;Kan ikke beregnes;4262900;Ingen;5466300;FuelGasOil;0;12700;A2010;0;A2010;16900;0;16900;0
311433819;29100;17000;2,33;0;2330;23400;Kan ikke beregnes;1451100;Electricity;2205900;Electricity;2330;13100;A2010;0;B;23400;0;19500;228000
311107060;19100;19600;2,26;0;970,29702970297;18400;244600;5027800;Ingen;5213600;FuelGasOil;0;17600;A2020;0;A2020;18400;0;18400;0
100252333;Er ikke beregnet;Er ikke beregnet;2;1031;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
903482;Er ikke beregnet;Er ikke beregnet;2;0;772,727272727273;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;D2;10500;;10500;2400
311121492;47400;48800;2,05;0;970,29702970297;36700;Kan ikke beregnes;14472600;Ingen;12978200;FuelGasOil;0;22100;C;0;D;36700;0;30300;0
311422582;5300;3500;2,45;3228,4;585,09;0;Kan ikke beregnes;0;Ingen;227500;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311232650;10200;13600;2,01;0;750,909090909091;4700;Kan ikke beregnes;1259600;Ingen;2764200;NaturalGas;0;6600;A2010;0;B;4700;0;3000;56000
200028927;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;0;;0;0
311127428;22800;26400;0;7314;586,21;5000;Kan ikke beregnes;1438700;Ingen;3721000;DistrictHeat;0;2200;B;0;B;5000;0;800;0
200025902;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;35000;;20300;53100
311197828;140269;156217;2,1;49247;580,45;0;Kan ikke beregnes;0;Ingen;-1581375630;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
310015469;57400;45000;2,1;0;1138,61386138614;46900;Kan ikke beregnes;14319000;Electricity;14518700;FuelGasOil;2100;25100;B;70400;C;46900;0;42100;0
311183136;6663;4307;2;3671,04;580,45;0;Kan ikke beregnes;0;Ingen;-54751710;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311230467;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311163986;18700;21200;2,3;0;881,188118811881;11000;Kan ikke beregnes;2619900;Wood;5615300;FuelGasOil;0;16600;B;0;B;11000;0;10200;120000
311095225;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311343655;19900;14000;1,42;0;1420;10300;Kan ikke beregnes;1394900;Ingen;2758000;Electricity;0;7000;C;0;C;10300;0;8600;113100
100102420;Er ikke beregnet;Er ikke beregnet;2;0;754,545454545455;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;0;;0;0
311278191;527600;704800;2,2;118522,14;580,45;255100;Kan ikke beregnes;67691200;Ingen;99367000;DistrictHeat;0;315100;A2010;0;B;255100;0;175800;3074400
311093865;178100;190200;0,85;54766,4;648,24;0;Kan ikke beregnes;0;Ingen;26812600;DistrictHeat;0;0;A2010;0;A2010;0;0;0;0
311327494;5200;3800;1,6;3039,5;557,23;0;Kan ikke beregnes;0;Ingen;243800;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311413544;66000;43100;1,9;22826,24;585,09;0;Kan ikke beregnes;0;Ingen;-60666240;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200033617;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;26400;;300;300
200033617;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;26400;;300;300
311419834;5300;3000;2,4;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;195000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311419834;5300;3000;2,4;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;195000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311419834;5300;3000;2,4;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;195000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311419834;5300;3000;2,4;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;195000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311419834;5300;3000;2,4;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;195000;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200060660;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;;0;;0;0
311249253;20200;13100;1,55;0;1550;15600;Kan ikke beregnes;6556900;Ingen;8627000;Electricity;0;9900;A2010;180900;C;15600;0;12400;180900
311208813;7400;12800;2;0;580;6800;Kan ikke beregnes;2335500;Ingen;2592900;NaturalGas;0;9200;A2015;0;B;6800;0;2800;55000
914255;Er ikke beregnet;Er ikke beregnet;2;0;681,818181818182;Er ikke beregnet;400;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;D1;4000;;4000;400
311327496;4500;3200;1,6;2644,82;557,23;0;Kan ikke beregnes;0;Ingen;204800;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100248329;Er ikke beregnet;Er ikke beregnet;2,08;0;940,594059405941;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;FuelGasOil;437,727272727273;Er ikke beregnet;;;C;14170;;3100;41600
100158772;Er ikke beregnet;Er ikke beregnet;1,88999998569489;0;1889,99998569489;Er ikke beregnet;3100;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;D;5400;;5400;3100
100256872;Er ikke beregnet;Er ikke beregnet;2;0;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;;0;Er ikke beregnet;;;C;1500;;0;0
100264051;Er ikke beregnet;Er ikke beregnet;2;0;1889,99998569489;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;C;8500;;4300;3500
311135242;18000;19200;2,2;3368;586,21;5200;Kan ikke beregnes;1498200;Electricity;3759500;DistrictHeat;2200;3100;D;71000;D;5200;0;5100;0
310015469;57400;45000;2,1;0;1138,61386138614;46900;Kan ikke beregnes;14319000;Electricity;14518700;FuelGasOil;2100;25100;B;70400;C;46900;0;42100;0
311183139;6648;4283;2;3671,04;580,45;0;Kan ikke beregnes;0;Ingen;-58138530;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100017957;Er ikke beregnet;Er ikke beregnet;2;0;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;;0;Er ikke beregnet;;;C1;0;;0;0
100268927;Er ikke beregnet;Er ikke beregnet;2;0;940,594059405941;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;20400;;2200;11600
311085992;409243;403206;2;40864,6;684,74;0;Kan ikke beregnes;0;Ingen;-15066304600;DistrictHeat;0;0;A2010;0;A2010;0;0;0;0
311045439;19100;9600;2;0;2000;15400;288800;5095000;Ingen;6304500;Electricity;0;7700;A2020;0;A2020;15400;0;15400;0
311031813;40100;57400;2;7123,64;573,76;21000;Kan ikke beregnes;6212100;Ingen;8086400;DistrictHeat;0;21600;A2015;543000;C;21000;0;11300;0
311421933;2900;1800;1,647;0;1647;0;Kan ikke beregnes;0;Ingen;201300;Electricity;0;0;A2020;0;A2020;0;0;0;0
311440417;3300;2500;1,347;0;1347;0;Kan ikke beregnes;0;Ingen;482100;Electricity;0;0;A2020;0;A2020;0;0;0;0
311160879;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311347387;17287;25246;2,2;0;677,272727272727;0;Kan ikke beregnes;0;Ingen;333800;NaturalGas;0;0;A2015;0;A2015;0;0;0;0
311211543;14300;18200;2,22;3727,11;580,45;5300;Kan ikke beregnes;1429800;Ingen;2559200;DistrictHeat;0;6300;B;0;C;5300;0;2600;45300
311101110;14900;22100;2,2;0;672,727272727273;5600;Kan ikke beregnes;1688100;Briquettes;4502300;NaturalGas;0;3800;C;0;C;5600;0;4300;0
100211950;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
311401415;32100;45700;2,2;0;703,636363636364;3400;Kan ikke beregnes;845300;Ingen;9304500;NaturalGas;0;4200;C;0;C;3400;0;2500;5800
311197828;140269;156217;2,1;49247;580,45;0;Kan ikke beregnes;0;Ingen;-1581375630;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
100235086;Er ikke beregnet;Er ikke beregnet;1,7;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;600;;0;0
311420519;19700;31100;1,7;0;631,818181818182;21000;Kan ikke beregnes;6501200;Ingen;6336300;NaturalGas;0;31900;A2015;0;A2010;21000;0;13800;97400
300003355;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
310003367;7600;8100;2,15;2700,2875;597,3;6700;Kan ikke beregnes;1933200;Ingen;1136500;DistrictHeat;0;5300;A2020;124600;A2020;6700;0;5500;0
300010645;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311050386;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
100201104;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
100279530;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;A2;10100;;2700;7800
100200519;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Electricity;Er ikke beregnet;NaturalGas;2000;Er ikke beregnet;;;D;3880;;80;400
200047933;Er ikke beregnet;Er ikke beregnet;1,7;0;650;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;E;4800;;3600;36000
310040523;9900;12100;2,28;2978,575;573;9500;Kan ikke beregnes;2604700;Ingen;1693500;DistrictHeat;0;8000;A2020;138000;A2015;9500;0;6600;0
311165508;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
100258540;Er ikke beregnet;Er ikke beregnet;2;0;790,909090909091;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;4940;;740;4600
311164712;4800;3000;2,3;3054,27;580,45;0;Kan ikke beregnes;0;Ingen;418800;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100099265;Er ikke beregnet;Er ikke beregnet;2;0;900,990099009901;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;3600;;0;0
311214958;24000;19000;1,7;0;1700;19500;293600;7280800;Wood;8395600;Electricity;386,363636363636;11600;B;0;B;19500;0;19500;293600
311069918;10600;10400;2,42;3389,43;684,74;3700;Kan ikke beregnes;539900;Ingen;1466400;DistrictHeat;0;8600;A2020;0;B;3700;0;3000;0
311138720;26000;31300;2,05;0;831,683168316832;17200;Kan ikke beregnes;5353200;Wood;8307200;FuelGasOil;0;11900;D;0;D;17200;0;12800;0
200047933;Er ikke beregnet;Er ikke beregnet;1,7;0;650;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;E;4800;;3600;36000
311132386;29500;45700;2,2;350;636,363636363636;14500;Kan ikke beregnes;4539600;Ingen;9316700;NaturalGas;0;15100;B;0;C;14500;0;6900;0
100114437;Er ikke beregnet;Er ikke beregnet;2;0;649,090909090909;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;D;4900;;3700;40000
311116911;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
200047933;Er ikke beregnet;Er ikke beregnet;1,7;0;650;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;E;4800;;3600;36000
200058377;Er ikke beregnet;Er ikke beregnet;1,9;0;568,181818181818;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;452060;;130000;879500
311164728;6300;4500;2,3;3652,35;580,45;0;Kan ikke beregnes;0;Ingen;621900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200033617;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;26400;;300;300
311208498;8600;14800;2,1;0;580;4400;Kan ikke beregnes;1588100;Ingen;3013100;NaturalGas;0;8900;B;0;C;4400;0;800;5000
311163729;6200;4300;2,3;3652,35;580,45;0;Kan ikke beregnes;0;Ingen;606300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311260783;13700;35600;2,1;0;383,505154639175;8700;Kan ikke beregnes;-1332000;Ingen;0;Briquettes;0;31600;A2010;0;C;8700;0;6500;123800
311164837;18400;23000;2,25;0;797,029702970297;12100;281800;3617500;Wood;6112700;FuelGasOil;0;17600;C;0;C;12100;0;12100;281800
100228617;Er ikke beregnet;Er ikke beregnet;2;0;1069,30693069307;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;13900;;11200;119000
311417300;32199;49517;2,2;2399,76;585,09;0;Kan ikke beregnes;0;Ingen;-2172300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
912815;Er ikke beregnet;Er ikke beregnet;2;1031;504,98;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B2;0;;0;0
300004623;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
100243278;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;D;12000;;5400;69000
200058063;Er ikke beregnet;Er ikke beregnet;2;0;1889,99998569489;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;C;32100;;19000;14000
100123714;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;;0;;0;0
100123714;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;;0;;0;0
100123714;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;;0;;0;0
100123714;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;;0;;0;0
311270715;15200;8900;1,7;0;1700;12300;227100;4602600;Ingen;5895400;Electricity;0;7000;A2010;0;A2010;12300;0;12300;227100
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311208493;14000;24000;2,22;0;580;4700;Kan ikke beregnes;1519600;WoodPellets;4892000;NaturalGas;0;4800;C;0;C;4700;0;2600;52500
311404581;16700;23700;2,1;0;703,636363636364;8400;Kan ikke beregnes;2291600;Wood;4826700;NaturalGas;0;11300;A2010;0;C;8400;0;2800;48800
311089954;23900;20500;2,3;0;1166,33663366337;18900;Kan ikke beregnes;3991700;Ingen;5447700;FuelGasOil;0;18300;A2015;0;C;18900;0;13500;0
311332931;13300;7500;1,78;0;1780;6500;Kan ikke beregnes;718500;Ingen;1469700;Electricity;0;3700;B;0;C;6500;0;2000;32000
100079111;Er ikke beregnet;Er ikke beregnet;2;0;659;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;800;;0;0
310008523;11600;14800;2;3438;551,33;400;Kan ikke beregnes;85000;Ingen;2078400;DistrictHeat;0;1300;C;36000;C;400;0;0;0
311143540;345000;518600;2,25;59255,28;551,05;258700;Kan ikke beregnes;69357700;Ingen;73110000;DistrictHeat;0;357200;B;0;C;258700;0;209900;0
311268215;23333;24490;2,5;0;930,693069306931;900;16200;256000;Wood;2606600;FuelGasOil;0;1000;C;0;C;900;0;900;16200
100158772;Er ikke beregnet;Er ikke beregnet;1,88999998569489;0;1889,99998569489;Er ikke beregnet;3100;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;D;5400;;5400;3100
311260914;25100;14100;1,78;0;1780;13700;Kan ikke beregnes;4953600;Ingen;9312500;Electricity;0;7400;D;0;E;13700;0;7800;92500
311423027;6100;4400;2,45;3548,51;585,09;0;Kan ikke beregnes;0;Ingen;283400;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311423027;6100;4400;2,45;3548,51;585,09;0;Kan ikke beregnes;0;Ingen;283400;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311423027;6100;4400;2,45;3548,51;585,09;0;Kan ikke beregnes;0;Ingen;283400;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311359555;17900;15200;1,38;0;1159,40594059406;17000;Kan ikke beregnes;3688900;Wood;3985400;FuelGasOil;0;13700;A2020;148800;A2010;17000;0;11800;162900
100231524;Er ikke beregnet;Er ikke beregnet;2;0;1889,99998569489;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;C;190;;4300;3000
311181057;3600;1600;2,3;0;2300;0;Kan ikke beregnes;0;Ingen;1033000;Electricity;0;0;A2015;0;A2015;0;0;0;0
100069795;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;2100;;200;20
311347100;30000;45800;2,2;0;422,680412371134;11900;Kan ikke beregnes;516400;Ingen;1170400;WoodPellets;0;17000;D;0;E;11900;0;10000;141100
311327510;3000;3300;1,6;1137,86;557,23;0;Kan ikke beregnes;0;Ingen;214500;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311423798;8200;9600;0;2823;557,23;1200;Kan ikke beregnes;126300;Ingen;611900;DistrictHeat;0;2100;A2010;0;B;1200;0;0;0
311306200;9300;14100;2,3;0;658,181818181818;3900;Kan ikke beregnes;1179000;Ingen;2858100;NaturalGas;0;3500;A2010;0;B;3900;0;2200;35000
100158399;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;F;12300;;1600;8000
100136370;Er ikke beregnet;Er ikke beregnet;2;0;692,181818181818;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;NaturalGas;437,727272727273;Er ikke beregnet;;;C;11300;;0;0
311426707;15500;26500;2,2;0;581,818181818182;10400;Kan ikke beregnes;2197200;Ingen;5404000;NaturalGas;0;10800;A2010;0;B;10400;0;5200;90000
311368490;19099;12289;2;10549,504;585,09;0;Kan ikke beregnes;0;Ingen;-6358500;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
